"","Judge","car_alone","never_airplane","loaner","clothes_second","bulk","local_products","unplug","low_temperature","vegetarian","air_drying","car_alone_text","never_airplane_text","loaner_text","clothes_second_text","bulk_text","local_products_text","unplug_text","low_temperature_text","vegetarian_text","air_drying_text","age","situation","residence","occupation","Habit","Score"
"11","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","car_alone_score",1
"12","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","never_airplane_score",3
"13","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","loaner_score",2
"14","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","clothes_second_score",0
"15","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","bulk_score",3
"16","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","local_products_score",2
"17","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","unplug_score",2
"18","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","low_temperature_score",0
"19","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","vegetarian_score",4
"20","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","I don't have a car and have always used public transport without it bothering me. It's not necessarily a waste of time, I can keep myself busy on the way.","Traveling is one of the things I like to do the most, and it would sadden me to not be able to discover new things around the world, to be stuck in one territory.","It saves money and space at home. Moreover, we can share many things mutually, it can create social link.","I am not interested in fashion, going to the stores bores me deeply and I do not like to buy for the sake of buying and having material goods.","For some products I can do it like for flour, eggs, pasta. But sometimes the packaging is convenient to store the products.","I'm willing to do it, it can diversify one's knowledge of unfamiliar seasonal fruits and vegetables. Some exotic products may be missing like mango but it is possible to find other alternatives and still eat well.","It can take a while to get some appliances working again, but it still saves energy and it's not very restrictive either, we're just sometimes a little impatient because everything has to go fast, but I think I can get used to it very quickly","I already do it, it saves energy, then it's nice to put on clothes that can sometimes be much warmer than heating. Moreover it can reduce the thermal shocks when we go out and it's cold.","My food tastes are complicated, some vegetables disgust me. However, seasoned properly, it can be done. The most difficult thing would be to do without foods that I like very much in taste and that I might miss.","I already do it, I don't mind, I enjoy taking time to hang my laundry while listening to podcasts or music.",20,"M","City","Student","air_drying_score",1
"21","3","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","I am able to do it because it is not complicated to find someone to share a journey, whether it is to cross the country or to go shopping. It is also more economical On the other hand, it requires to always take the initiative to look for carpoolers, which can become a certain waste of time and energy in the long run","I can't apply this habit first of all for economic reasons, because for each trip I had to make a little far away the plane is the cheapest option while being the fastest, otherwise I would take the train each time without problem. From a more personal point of view, I would find it difficult to deprive myself forever of the opportunity to visit other countries and other cultures from time to time, which only the plane allows for a limited time. That said, with more organization and more budget I think it would be possible for me to do it in the future.","It seems to me much easier than buying material every time, having to inform myself about the best choice, losing money and then storing it at home. The only constraint is to move around but it seems normal to me and I live quite close to DIY stores that might offer this service.","It's something I already do and I find it pretty easy. One of the main constraints is the presence of second hand stores where I am but I've always managed to do it and there are now a lot of choices online too. Otherwise it's usually the same as buying clothes normally with a little less choice but usually either cheaper or more durable so it's also a saving in the long run.","I already do it, I think it is difficult to set up at the beginning the time to get used to the available choice which is inevitably reduced) and to adapt on the kitchen level.","I'm already doing it, it just required me to look for recipes to change my daily diet.","I'm already used to doing it so I don't see any benefit or constraint, it just became a reflex","I already do it, the only constraint was to change the temperature in the morning and evening before I have a thermostat","I already do it almost, the main constraint is when I'm not at home and I didn't plan to eat outside, the available options are usually not completely vegetable. I would have to get more organized.","I already do it because I find it faster than going to a laundromat to get a dryer.",22,"H","City","Student","car_alone_score",3
