"","Judge","car_alone","never_airplane","loaner","clothes_second","bulk","local_products","unplug","low_temperature","vegetarian","air_drying","car_alone_text","never_airplane_text","loaner_text","clothes_second_text","bulk_text","local_products_text","unplug_text","low_temperature_text","vegetarian_text","air_drying_text","age","situation","residence","occupation","Habit","Score"
"57","29","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Reduced pollution, shared costs, minimal burden","Reduce yes, give up completely that seems complicated to me","You have to go to the store to buy it anyway","Clothes reflect our personality, not finding clothes that suit us prevents us from expressing ourselves and it seems difficult to me to consider","We already do it with the big shopping bags so why not with smaller ones that are also reusable","To do without certain products more or less permanently does not seem impossible to me","We think well to turn off the light so why not the power strip","We do it when we go out, so we can do it inside","I am reducing my meat consumption but giving it up is not an option for the moment","I'm already doing it",21,"L","City","Student","never_airplane_score",4
"58","29","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Reduced pollution, shared costs, minimal burden","Reduce yes, give up completely that seems complicated to me","You have to go to the store to buy it anyway","Clothes reflect our personality, not finding clothes that suit us prevents us from expressing ourselves and it seems difficult to me to consider","We already do it with the big shopping bags so why not with smaller ones that are also reusable","To do without certain products more or less permanently does not seem impossible to me","We think well to turn off the light so why not the power strip","We do it when we go out, so we can do it inside","I am reducing my meat consumption but giving it up is not an option for the moment","I'm already doing it",21,"L","City","Student","unplug_score",0
"59","30","No","No","Yes","Yes","No","No","No","No","Yes","No","I only use my car to go to my internship and even then, depending on the place I'm going to, I can go on foot. Most of the time, when I go by car, I don't go alone, but when I'm alone from my school to my internship, I go alone, because my schedule doesn't correspond to the bus or other public transport. And I go shopping alone in my car for convenience...","Living in Belgium, it's complicated to go to the south of France by public transport other than the plane and even more so by car. For a question of travel time 1h30 for the plane, 8h for the car, I am not convinced that my carbon footprint would be lower if I decided to take the car rather than the plane. As for other trips, I take the plane to go on vacation abroad because I'm used to modern comfort, I don't want to miss this chance to discover the world.","I lived in a community until this year (boarding school, flat share) so the loan is something I've always been used to, so now that I live alone, well, I'm moving","Knowing for a few years now that the ready to wear, the fast fashion is the first world polluter, I gradually stopped buying already bad quality products which are thrown away and changed at a scandalous speed and little by little I come to buy only second hand. It is quite possible to dress as you like by buying only second hand, it's just more time and reflection. We are used to constantly changing clothes while our tastes don't change that much, so it's about finding clothes that we will still like in 10 years and that will still be in good condition in 10 years.","I would like to and I try as much as I can, but it seems too restrictive and too expensive, especially since I have never found a place to buy in bulk around my home. However, avoiding overpackaging and taking your own containers for fruits and vegetables is not very restrictive except for forgetting because of lack of habit, and it doesn't limit the choices too much","I live in Belgium, really no one wants to eat local products, and I find very little in the way of fruits and vegetables. It is not very constraining for me to do without avocado and other exotic fruits, which I do, except for bananas, by choice","I try to unplug chargers and such because it's not very restrictive, polluting and there is a risk that it will catch fire. But the ""think about it"" factor is blocking the internet box","I've always been used to have a house with little heating (for ecological reasons) and therefore cover myself more depending on the season, it was not very constraining. But in my house the heating is on full blast and I still have 3 sweaters on because the insulation is very bad, I can't do much about it except trying on sunny days to let the heat in during the day and close the shutters at night. So I significantly lower the heating only when I leave my house","Not quite almost all the time I don't eat meat but I eat it outside... For practical reasons and unfortunately I like meat too much to manage without it. This statement has been bothering me for a long time because I find it lesser than the harm done to the planet to be able to eat meat, but human weakness being what it is, I still can't be a total vegetarian.","With 23 square meters of living space it is impossible, last year I did it because I had more space but smoking in his apartment is somewhat incompatible with the fact of drying his clothes in the living room",21,"M","City","Student","never_airplane_score",5
"60","30","No","No","Yes","Yes","No","No","No","No","Yes","No","I only use my car to go to my internship and even then, depending on the place I'm going to, I can go on foot. Most of the time, when I go by car, I don't go alone, but when I'm alone from my school to my internship, I go alone, because my schedule doesn't correspond to the bus or other public transport. And I go shopping alone in my car for convenience...","Living in Belgium, it's complicated to go to the south of France by public transport other than the plane and even more so by car. For a question of travel time 1h30 for the plane, 8h for the car, I am not convinced that my carbon footprint would be lower if I decided to take the car rather than the plane. As for other trips, I take the plane to go on vacation abroad because I'm used to modern comfort, I don't want to miss this chance to discover the world.","I lived in a community until this year (boarding school, flat share) so the loan is something I've always been used to, so now that I live alone, well, I'm moving","Knowing for a few years now that the ready to wear, the fast fashion is the first world polluter, I gradually stopped buying already bad quality products which are thrown away and changed at a scandalous speed and little by little I come to buy only second hand. It is quite possible to dress as you like by buying only second hand, it's just more time and reflection. We are used to constantly changing clothes while our tastes don't change that much, so it's about finding clothes that we will still like in 10 years and that will still be in good condition in 10 years.","I would like to and I try as much as I can, but it seems too restrictive and too expensive, especially since I have never found a place to buy in bulk around my home. However, avoiding overpackaging and taking your own containers for fruits and vegetables is not very restrictive except for forgetting because of lack of habit, and it doesn't limit the choices too much","I live in Belgium, really no one wants to eat local products, and I find very little in the way of fruits and vegetables. It is not very constraining for me to do without avocado and other exotic fruits, which I do, except for bananas, by choice","I try to unplug chargers and such because it's not very restrictive, polluting and there is a risk that it will catch fire. But the ""think about it"" factor is blocking the internet box","I've always been used to have a house with little heating (for ecological reasons) and therefore cover myself more depending on the season, it was not very constraining. But in my house the heating is on full blast and I still have 3 sweaters on because the insulation is very bad, I can't do much about it except trying on sunny days to let the heat in during the day and close the shutters at night. So I significantly lower the heating only when I leave my house","Not quite almost all the time I don't eat meat but I eat it outside... For practical reasons and unfortunately I like meat too much to manage without it. This statement has been bothering me for a long time because I find it lesser than the harm done to the planet to be able to eat meat, but human weakness being what it is, I still can't be a total vegetarian.","With 23 square meters of living space it is impossible, last year I did it because I had more space but smoking in his apartment is somewhat incompatible with the fact of drying his clothes in the living room",21,"M","City","Student","unplug_score",4
"61","31","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Schedule and route incompatible with sharing","I have family and friends abroad and while it is possible to change my mode of travel to neighboring countries, it is more difficult for time constraints, for distant countries. I'm not sure that flying once or twice a year has much impact on the climate.","Rather than buying low-cost equipment that may be used and/or quickly become obsolete or out of order, it is preferable to have good quality, well-maintained, durable borrowed equipment that you do not have to store.","Considering the size of my wardrobe, I am able to dress myself without having to buy anything other than underwear And the second hand clothes are more and more numerous and varied, especially since they can be adapted since I know how to sew a little. And if I buy new, I try to favour short channels and made in France","Easy since we have several local stores that offer this bulk formula","I am not sure that bananas arriving by boat have a negative impact on the climate, and there is no problem with doing without avocados or limiting their consumption to those from neighbouring countries Spain","Easy to do and better for the health of the inhabitants because of the possible waves","Easy to make","A strictly vegetarian diet does not seem to me to be adapted to the needs of the body according to age (small muscles from a certain age which do not require to be maintained by animal proteins at least like eggs). In my opinion, there is no such thing as a strictly vegan people","As I live in a house with a garden, this is not a constraint at all",56,"H","City","With a job","never_airplane_score",3
"62","31","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Schedule and route incompatible with sharing","I have family and friends abroad and while it is possible to change my mode of travel to neighboring countries, it is more difficult for time constraints, for distant countries. I'm not sure that flying once or twice a year has much impact on the climate.","Rather than buying low-cost equipment that may be used and/or quickly become obsolete or out of order, it is preferable to have good quality, well-maintained, durable borrowed equipment that you do not have to store.","Considering the size of my wardrobe, I am able to dress myself without having to buy anything other than underwear And the second hand clothes are more and more numerous and varied, especially since they can be adapted since I know how to sew a little. And if I buy new, I try to favour short channels and made in France","Easy since we have several local stores that offer this bulk formula","I am not sure that bananas arriving by boat have a negative impact on the climate, and there is no problem with doing without avocados or limiting their consumption to those from neighbouring countries Spain","Easy to do and better for the health of the inhabitants because of the possible waves","Easy to make","A strictly vegetarian diet does not seem to me to be adapted to the needs of the body according to age (small muscles from a certain age which do not require to be maintained by animal proteins at least like eggs). In my opinion, there is no such thing as a strictly vegan people","As I live in a house with a garden, this is not a constraint at all",56,"H","City","With a job","unplug_score",0
"63","32","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Cost sharing, avoid empty seats","It still limits my desire to explore the world","It allows you to have less stuff to store too","There is everything at emmaus or in second-hand clothes","I always forget my bags","it's ok","I forget","we are several to live in the same place and that does not correspond to everyone","what right do we have to breed and kill animals","winter takes time",25,"M","City","Other","never_airplane_score",3
"64","32","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Cost sharing, avoid empty seats","It still limits my desire to explore the world","It allows you to have less stuff to store too","There is everything at emmaus or in second-hand clothes","I always forget my bags","it's ok","I forget","we are several to live in the same place and that does not correspond to everyone","what right do we have to breed and kill animals","winter takes time",25,"M","City","Other","unplug_score",3
"65","33","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","When I travel by car it is either for very short distances or long distances but with a car full of stuff. So it's not possible for me to establish this habit.","I have only flown once in my life.","This habit allows to maintain a social link.","It is much less expensive than new clothes and we are just as satisfied.","I don't have a place to store packaging.","Generally better quality product when it is local.","This also allows to limit the use of the devices.","I like to get under the comforter at home so it's not restrictive at all.","I limit my meat consumption but I don't think that I have to stop eating meat altogether. Maybe change your daily consumption to an occasional one.","It's relaxing to hang your laundry and it's less damaging.",19,"M","City","Student","never_airplane_score",2
"66","33","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","When I travel by car it is either for very short distances or long distances but with a car full of stuff. So it's not possible for me to establish this habit.","I have only flown once in my life.","This habit allows to maintain a social link.","It is much less expensive than new clothes and we are just as satisfied.","I don't have a place to store packaging.","Generally better quality product when it is local.","This also allows to limit the use of the devices.","I like to get under the comforter at home so it's not restrictive at all.","I limit my meat consumption but I don't think that I have to stop eating meat altogether. Maybe change your daily consumption to an occasional one.","It's relaxing to hang your laundry and it's less damaging.",19,"M","City","Student","unplug_score",0
"67","34","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Not being able to leave when you want, not being free to do what you want while driving, having to respect timings","It all depends on the length of the vacation: if it is a long vacation, why not try not to fly, but on short vacations, spending more time in the transport than on the vacation site can be disturbing","The state of cleanliness/hygiene and the general condition may be a hindrance to their use despite the fact that it reduces pollution. However, it can be good if the state of cleanliness and general condition are correct and the use will be only one time.","I don't really care about the style of clothing, so not finding what I like wouldn't bother me. However, as I like to look at clothes, I would need to find places where second hand clothes are close to my home.","The lower prices resulting from the disappearance of packaging is an excellent advantage. But this would only be useful if the sales points do not use small packages with packaging to fill the sales columns with bulk products.","This would prevent us from making this recipe so it could be disturbing but it would allow us to appreciate them even more when we are in the countries of production.","With a growing number of appliances and electronics in our homes, it would mean spending time unplugging and replugging them, not to mention the fact that you have to remember to plug everything back in when you want to use it. Moreover, for devices such as box that need to be reset at each startup, it requires time and I don't always have the time and/or desire to wait.","I can handle any temperature, so I don't mind lowering the temperature in my home.","It means not eating meat and fish, which I like. I would be more in favor of reducing consumption. I wouldn't mind reducing the choices in outdoor places as more and more establishments are offering vegan dishes (unless you eat in school canteens all the time and they don't always offer vegan dishes).","I'm used to leaving my dryer out in the open so for me this is normal. The dryer just saves space (but that can be recovered by spatial organization). (As far as saving time is concerned, I don't find that significant in the use of the dryer: if the clothes are not dry, either we put them in a place to dry faster or we change clothes)",20,"M","Rural","Student","never_airplane_score",3
"68","34","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Not being able to leave when you want, not being free to do what you want while driving, having to respect timings","It all depends on the length of the vacation: if it is a long vacation, why not try not to fly, but on short vacations, spending more time in the transport than on the vacation site can be disturbing","The state of cleanliness/hygiene and the general condition may be a hindrance to their use despite the fact that it reduces pollution. However, it can be good if the state of cleanliness and general condition are correct and the use will be only one time.","I don't really care about the style of clothing, so not finding what I like wouldn't bother me. However, as I like to look at clothes, I would need to find places where second hand clothes are close to my home.","The lower prices resulting from the disappearance of packaging is an excellent advantage. But this would only be useful if the sales points do not use small packages with packaging to fill the sales columns with bulk products.","This would prevent us from making this recipe so it could be disturbing but it would allow us to appreciate them even more when we are in the countries of production.","With a growing number of appliances and electronics in our homes, it would mean spending time unplugging and replugging them, not to mention the fact that you have to remember to plug everything back in when you want to use it. Moreover, for devices such as box that need to be reset at each startup, it requires time and I don't always have the time and/or desire to wait.","I can handle any temperature, so I don't mind lowering the temperature in my home.","It means not eating meat and fish, which I like. I would be more in favor of reducing consumption. I wouldn't mind reducing the choices in outdoor places as more and more establishments are offering vegan dishes (unless you eat in school canteens all the time and they don't always offer vegan dishes).","I'm used to leaving my dryer out in the open so for me this is normal. The dryer just saves space (but that can be recovered by spatial organization). (As far as saving time is concerned, I don't find that significant in the use of the dryer: if the clothes are not dry, either we put them in a place to dry faster or we change clothes)",20,"M","Rural","Student","unplug_score",5
"69","35","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Adapting to other people's schedules is not always easy, especially when you have appointments, etc... It would still help to reduce the climate emissions. I could apply it but not 'never","This can allow you to go abroad and make some trips that would be impossible without","This allows to reduce the consumption, not very constraining","This can be restrictive but a good thing to do","I will do it in the next few days if possible (except for a specific product, etc...)","Reduces carbon emissions","Reduces excessive use of electrical appliances, not very difficult to implement","Without being too cold, it is possible to set up","Impossible for me to switch to a strictly plant-based diet, which doesn't have much effect on the climate either","I'm already doing it",17,"M","Rural","Student","never_airplane_score",4
"70","35","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Adapting to other people's schedules is not always easy, especially when you have appointments, etc... It would still help to reduce the climate emissions. I could apply it but not 'never","This can allow you to go abroad and make some trips that would be impossible without","This allows to reduce the consumption, not very constraining","This can be restrictive but a good thing to do","I will do it in the next few days if possible (except for a specific product, etc...)","Reduces carbon emissions","Reduces excessive use of electrical appliances, not very difficult to implement","Without being too cold, it is possible to set up","Impossible for me to switch to a strictly plant-based diet, which doesn't have much effect on the climate either","I'm already doing it",17,"M","Rural","Student","unplug_score",2
"71","36","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Benefit: less pollution, help others to move Constraint: loss of privacy","It is not a question, it is a necessity. It is necessary to live a more modest life, but life can be just as beautiful around you, a question of lifestyle.","Development of the principle of mutual aid and community life which we are somewhat lacking and regression of this cult of accumulation","I don't like to buy clothes, I already have what I need, if I have to buy clothes I might as well use them to the fullest.","Having less waste at home with all the packaging is cool","Loss of diversity but rediscovery of forgotten culinary flavors. A MORE MODEST WAY OF LIVING is needed, I'm tired of repeating myself...","On the principle it's not binding but I have a shitty memory, it will take me years to keep this habit.","The question is asked in a strange way, you can always drop one degree whether you are at 15 or 22! But in my case, yes, I'm pretty warm even when others are cold.","I hope to be able to one day, I do everything to reduce my consumption of animal products but I love to cook and eat meat from time to time ... I intend to continue to reduce and we'll see but it is more for the welfare of the animal than for the planet for me.","I have never used a dryer.",22,"H","City","Student","never_airplane_score",2
"72","36","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Benefit: less pollution, help others to move Constraint: loss of privacy","It is not a question, it is a necessity. It is necessary to live a more modest life, but life can be just as beautiful around you, a question of lifestyle.","Development of the principle of mutual aid and community life which we are somewhat lacking and regression of this cult of accumulation","I don't like to buy clothes, I already have what I need, if I have to buy clothes I might as well use them to the fullest.","Having less waste at home with all the packaging is cool","Loss of diversity but rediscovery of forgotten culinary flavors. A MORE MODEST WAY OF LIVING is needed, I'm tired of repeating myself...","On the principle it's not binding but I have a shitty memory, it will take me years to keep this habit.","The question is asked in a strange way, you can always drop one degree whether you are at 15 or 22! But in my case, yes, I'm pretty warm even when others are cold.","I hope to be able to one day, I do everything to reduce my consumption of animal products but I love to cook and eat meat from time to time ... I intend to continue to reduce and we'll see but it is more for the welfare of the animal than for the planet for me.","I have never used a dryer.",22,"H","City","Student","unplug_score",3
"73","37","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","less pollution, less GHG, less expenses","less vacation, much less GHG","degrowth brother","less expenses, less pollution, less GHG, I like leboncoin","Less plastic pollution, carrying around glass jars is heavy","really easy in France","Thinking about it every night is a pain in the ass though","It's okay, you put on a sweater and that's it","Huge reduction in pollution and GHGs But : carnists relous in society","I would already prefer to collectivize the washing machines... a dryer is a useless luxury and it spoils the fabric",24,"H","City","With a job","never_airplane_score",1
"74","37","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","less pollution, less GHG, less expenses","less vacation, much less GHG","degrowth brother","less expenses, less pollution, less GHG, I like leboncoin","Less plastic pollution, carrying around glass jars is heavy","really easy in France","Thinking about it every night is a pain in the ass though","It's okay, you put on a sweater and that's it","Huge reduction in pollution and GHGs But : carnists relous in society","I would already prefer to collectivize the washing machines... a dryer is a useless luxury and it spoils the fabric",24,"H","City","With a job","unplug_score",4
"75","38","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","benefits : spend the trip with someone, meet new people, potentially share the cost of gas constraints : not always easy to take people with you because of travel and schedule constraints, difficult to find someone at the last minute","constraint : not being able to discover the world with my own eyes benefit : boycotting this means of transport with a very bad carbon footprint","benefit : no overconsumption, satisfaction of using second hand material constraint : not always easy to find, especially if you are in a hurry","benefit not to participate in the consumer society","benefit: don't throw away packaging as soon as you get home from shopping","benefit: boycott of exotic products that have a heavy carbon footprint when imported","benefits: on health, on electricity consumption","benefit: reduced power consumption","constraint: deprive myself of food that I appreciate and consume in moderation benefit: boycott a system that is questionable on many aspects (ethics, environment","it reduces power consumption",20,"H","City","Student","never_airplane_score",3
"76","38","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","benefits : spend the trip with someone, meet new people, potentially share the cost of gas constraints : not always easy to take people with you because of travel and schedule constraints, difficult to find someone at the last minute","constraint : not being able to discover the world with my own eyes benefit : boycotting this means of transport with a very bad carbon footprint","benefit : no overconsumption, satisfaction of using second hand material constraint : not always easy to find, especially if you are in a hurry","benefit not to participate in the consumer society","benefit: don't throw away packaging as soon as you get home from shopping","benefit: boycott of exotic products that have a heavy carbon footprint when imported","benefits: on health, on electricity consumption","benefit: reduced power consumption","constraint: deprive myself of food that I appreciate and consume in moderation benefit: boycott a system that is questionable on many aspects (ethics, environment","it reduces power consumption",20,"H","City","Student","unplug_score",1
"77","39","No","Yes","No","No","No","No","Yes","Yes","No","Yes","I often choose my trips at the last minute which is not compatible with carpooling (as a driver) and I need my personal vehicle.","I have not yet had the opportunity nor the need in the near future to fly.","I don't borrow anymore but I used to borrow books from a library and it's restrictive when it's far from home as well as the loan time which can be too short.","This is a good idea but for standard sizes. It's more complicated for big sizes even in specialized stores.","I shop in a supermarket, this type of distribution is less conducive to this type of purchase. Moreover, I find bulk products less hygienic but that's personal.","For example, I buy avocados instead of local vegetables because they are easier to eat than winter vegetables with long cooking times.","Out of habit, to save energy","by habit","I am satisfied with my omnivorous diet and do not wish to change.","it's a habit",21,"M","Rural","Student","never_airplane_score",0
"78","39","No","Yes","No","No","No","No","Yes","Yes","No","Yes","I often choose my trips at the last minute which is not compatible with carpooling (as a driver) and I need my personal vehicle.","I have not yet had the opportunity nor the need in the near future to fly.","I don't borrow anymore but I used to borrow books from a library and it's restrictive when it's far from home as well as the loan time which can be too short.","This is a good idea but for standard sizes. It's more complicated for big sizes even in specialized stores.","I shop in a supermarket, this type of distribution is less conducive to this type of purchase. Moreover, I find bulk products less hygienic but that's personal.","For example, I buy avocados instead of local vegetables because they are easier to eat than winter vegetables with long cooking times.","Out of habit, to save energy","by habit","I am satisfied with my omnivorous diet and do not wish to change.","it's a habit",21,"M","Rural","Student","unplug_score",0
"79","40","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","A lot of things to carry in the car, to be able to leave at any time","My family living abroad (impossible not to take the plane), the cost bcp cheaper to take the plane if we want to travel abroad","infrequent so in addition perhaps not to amortize the price","important environmental and societal impacts possibility to find very good quality and stylish clothes in second hand","less non-recyclable waste in particular) but complicated because you can't go shopping unexpectedly","The habit of eating these products, the taste of food that reminds me of the cuisine of my country","You have to think about it all the time... mental load","not too many constraints","Sometimes it is difficult to find what you are looking for, and this also means that when you are on vacation abroad, you may not be able to fully immerse yourself in the culture Food is what brings us back to our origins, our memories Complicated in terms of deficiencies too (I have experienced this) But otherwise it allows you to discover new vegetables and new ways of cooking","I don't mind air drying in terms of time constraint",21,"M","City","Student","never_airplane_score",4
"80","40","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","A lot of things to carry in the car, to be able to leave at any time","My family living abroad (impossible not to take the plane), the cost bcp cheaper to take the plane if we want to travel abroad","infrequent so in addition perhaps not to amortize the price","important environmental and societal impacts possibility to find very good quality and stylish clothes in second hand","less non-recyclable waste in particular) but complicated because you can't go shopping unexpectedly","The habit of eating these products, the taste of food that reminds me of the cuisine of my country","You have to think about it all the time... mental load","not too many constraints","Sometimes it is difficult to find what you are looking for, and this also means that when you are on vacation abroad, you may not be able to fully immerse yourself in the culture Food is what brings us back to our origins, our memories Complicated in terms of deficiencies too (I have experienced this) But otherwise it allows you to discover new vegetables and new ways of cooking","I don't mind air drying in terms of time constraint",21,"M","City","Student","unplug_score",3
"81","41","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","I don't need a car","The desire to travel","Takes up less space and costs less","I buy few clothes and prefer to buy new","Better suited to my needs","I prefer to respect the seasons and short circuits","Consumes less energy, therefore less expense","I don't control the heating in my home","Not able to change my eating habits","I don't have a dryer",22,"M","City","Student","never_airplane_score",3
"82","41","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","I don't need a car","The desire to travel","Takes up less space and costs less","I buy few clothes and prefer to buy new","Better suited to my needs","I prefer to respect the seasons and short circuits","Consumes less energy, therefore less expense","I don't control the heating in my home","Not able to change my eating habits","I don't have a dryer",22,"M","City","Student","unplug_score",3
"83","42","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Knowing that travelling by car is a source of greenhouse gases and that it is possible to reduce the number of cars on the road by this habit I apply it as soon as possible. Moreover, on long journeys with tolls in particular, it also has an economic interest since the costs are shared and the driver is not alone (which can be important for night journeys). However, it requires to plan all the trips in advance, not to change the scheduled time and it slows down the travel time because people have to be dropped off and picked up. Moreover, it is sometimes complicated to organize the luggage. Finally, for short trips, this habit is harder to put in place because it is not always the trips that are planned in advance. For work-home trips, this habit also has the disadvantage of not being very flexible with regard to timetables (if you finish early, you don't want to wait to get home).","This choice is not very difficult because I never go on vacation abroad. However I apply this habit in a non-strict way, if I need to take the plane (that the other alternatives are too constraining) I will do it but it will not be strictly for leisure purposes.","In addition to the benefits for the climate this habit is primarily applied for economic reasons. However, searching for the material to rent and picking it up can be time consuming.","We have to spend a lot of time looking for the clothes we like in second hand and this represents a big waste of time. Places where to find these clothes are not present everywhere and one does not always find what one wants and the research on Internet obliges to buy without trying. Moreover, I don't buy new clothes very often and I don't throw away the ones I have when they are in bad condition.","Bulk is not available everywhere and some products are very hard to find in bulk. Moreover, I never think to take my containers with me when I go shopping. Finally, bulk can be more expensive since it is often only available for organic products. However, I am appalled by the amount of packaging waste that a household can produce but I am not ready to make the effort that is required today to buy everything in bulk.","I try to use local products, but I do it out of habit, without really realizing it at the time. This has an obvious benefit for the climate and only requires a change in eating habits for a few products. The origin of processed products is not always easy to find or very clear on the packaging, which is a hindrance.","I don't know if it's a big impact on the climate but I'm thinking of turning off my appliances. However, some devices take a long time to restart, which is inconvenient.","I am very sensitive to cold, even with a sweater and wrapped under a plaid I shiver, I tried but if I do a static activity it is not possible for me.","I was a vegetarian for a few years but now I prefer to eat meat less often but from small local farms. Meat production pollutes but reducing its consumption and eating quality and local meat (with well treated animals) is enough for me. Moreover a vegetarian diet obliges to be vigilant in front of certain deficiencies and represents a constraint in society (although it is increasingly easy to be vegetarian)","As I am not going to put a dryer on the landing of my apartment, I don't have one so I don't use it. Moreover, drying clothes is not very constraining, we usually have enough clothes to last one more day while the clothes dry. The dryer has many disadvantages in its use in addition to the ecological aspect. Moreover, if you have a bigger house, the space to dry your clothes is not a problem.",22,"M","Rural","Student","never_airplane_score",1
"84","42","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Knowing that travelling by car is a source of greenhouse gases and that it is possible to reduce the number of cars on the road by this habit I apply it as soon as possible. Moreover, on long journeys with tolls in particular, it also has an economic interest since the costs are shared and the driver is not alone (which can be important for night journeys). However, it requires to plan all the trips in advance, not to change the scheduled time and it slows down the travel time because people have to be dropped off and picked up. Moreover, it is sometimes complicated to organize the luggage. Finally, for short trips, this habit is harder to put in place because it is not always the trips that are planned in advance. For work-home trips, this habit also has the disadvantage of not being very flexible with regard to timetables (if you finish early, you don't want to wait to get home).","This choice is not very difficult because I never go on vacation abroad. However I apply this habit in a non-strict way, if I need to take the plane (that the other alternatives are too constraining) I will do it but it will not be strictly for leisure purposes.","In addition to the benefits for the climate this habit is primarily applied for economic reasons. However, searching for the material to rent and picking it up can be time consuming.","We have to spend a lot of time looking for the clothes we like in second hand and this represents a big waste of time. Places where to find these clothes are not present everywhere and one does not always find what one wants and the research on Internet obliges to buy without trying. Moreover, I don't buy new clothes very often and I don't throw away the ones I have when they are in bad condition.","Bulk is not available everywhere and some products are very hard to find in bulk. Moreover, I never think to take my containers with me when I go shopping. Finally, bulk can be more expensive since it is often only available for organic products. However, I am appalled by the amount of packaging waste that a household can produce but I am not ready to make the effort that is required today to buy everything in bulk.","I try to use local products, but I do it out of habit, without really realizing it at the time. This has an obvious benefit for the climate and only requires a change in eating habits for a few products. The origin of processed products is not always easy to find or very clear on the packaging, which is a hindrance.","I don't know if it's a big impact on the climate but I'm thinking of turning off my appliances. However, some devices take a long time to restart, which is inconvenient.","I am very sensitive to cold, even with a sweater and wrapped under a plaid I shiver, I tried but if I do a static activity it is not possible for me.","I was a vegetarian for a few years but now I prefer to eat meat less often but from small local farms. Meat production pollutes but reducing its consumption and eating quality and local meat (with well treated animals) is enough for me. Moreover a vegetarian diet obliges to be vigilant in front of certain deficiencies and represents a constraint in society (although it is increasingly easy to be vegetarian)","As I am not going to put a dryer on the landing of my apartment, I don't have one so I don't use it. Moreover, drying clothes is not very constraining, we usually have enough clothes to last one more day while the clothes dry. The dryer has many disadvantages in its use in addition to the ecological aspect. Moreover, if you have a bigger house, the space to dry your clothes is not a problem.",22,"M","Rural","Student","unplug_score",2
"85","43","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","I don't have a license","I keep flying, because financially, the price of the plane is sometimes less important than the one of the train for a faster trip, and for practicality reasons to go abroad.","This allows me to avoid a purchase that is not very useful and that would have cost me more than having it lent to me","for environmental reasons I prefer second hand clothes, but I find this restrictive and difficult to put into practice because it is mostly done on the internet and there are very few stores (so it is difficult to try on clothes or to see if they are in good condition)","buying only in bulk requires time and a lot of effort that I don't want to put into practice, but I don't take unnecessary packaging for example for fruits and vegetables and I don't buy products that contain too much plastic in order to limit my plastic consumption for environmental reasons","the origin of the product can determine whether I will buy a product or not, but I don't force myself to buy only local because it can be expensive, or limit my choices too much","I just don't think about it for some devices like the box, but I usually do it for devices like the TV","I don't heat the rooms too much both for the environment and just out of habit","i don't think i'll ever reach a strictly plant-based diet because it's quite complicated today. for example, it's harder to find something to eat or drink in a restaurant or cafe, plant-based alternatives are often more expensive and i find it difficult to find a balanced diet. i do however regularly remove foods from my diet to avoid animal products and i don't eat much of them today.","I am careful to wash my clothes and allow time for them to dry (if I don't have time I put them on the heater in the winter), but I do it out of habit so I don't find it particularly restrictive. Moreover it does not damage the clothes to do it.",22,"M","City","Student","never_airplane_score",4
